time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2025-10-06T04:46:04Z,161,0,0,0,0,0,9081852,1467,5935963,0,0,0,0,0,0,6473,0,0,0,0,0,0,0,271,7,0,24,1,6,1966,0,0,0,0,0, ,0,0,0,0,0,0,6459,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,38223520,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,5963,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:47:04Z,161,0,0,0,0,0,9202700,1467,6056811,0,0,0,0,0,0,7051,0,0,0,0,0,0,0,276,7,0,22,1,6,2004,0,0,0,0,0, ,0,0,0,0,0,0,7031,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360136352,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,6456,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:48:04Z,161,0,0,0,0,0,9285044,1467,6139155,0,0,0,0,0,0,7884,0,0,0,0,0,0,0,280,7,0,21,1,6,2411,0,0,0,0,0, ,0,0,0,0,0,0,7874,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,91460960,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,7439,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:49:04Z,161,0,0,0,0,0,9436236,1467,6290347,0,0,0,0,0,0,8236,0,0,0,0,0,0,0,288,7,0,21,1,6,2245,0,0,0,0,0, ,0,0,0,0,0,0,8236,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461608288,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7663,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:50:04Z,161,0,0,0,0,0,9638196,1467,6492307,0,0,0,0,0,0,9414,0,0,0,0,0,0,0,295,7,0,20,1,6,2397,0,0,0,0,0, ,0,0,0,0,0,0,9404,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,221156960,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,8515,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:51:04Z,161,0,0,0,0,0,9723444,1467,6577555,0,0,0,0,0,0,8216,0,0,0,0,0,0,0,301,7,0,20,1,6,2469,0,0,0,0,0, ,0,0,0,0,0,0,8212,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628004448,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,7812,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:52:04Z,161,0,0,0,0,0,9763476,1467,6617587,0,0,0,0,0,0,7754,0,0,0,0,0,0,0,300,7,0,18,1,6,2505,0,0,0,0,0, ,0,0,0,0,0,0,7734,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,370268912,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,7408,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:53:04Z,161,0,0,0,0,0,9859644,1467,6713755,0,0,0,0,0,0,7106,0,0,0,0,0,0,0,302,8,0,17,1,6,2113,0,0,0,0,0, ,0,0,0,0,0,0,7090,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,59807104,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,6587,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:54:04Z,161,0,0,0,0,0,10009836,1467,6863947,0,0,0,0,0,0,5605,0,0,0,0,0,0,0,310,8,0,17,1,6,1422,0,0,0,0,0, ,0,0,0,0,0,0,5605,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299931008,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5080,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:55:04Z,161,0,0,0,0,0,10049068,1467,6903179,0,0,0,0,0,0,3848,0,0,0,0,0,0,0,311,8,0,16,1,6,1271,0,0,0,0,0, ,0,0,0,0,0,0,3838,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471897472,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,3627,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:56:04Z,161,0,0,0,0,0,10065716,1467,6919827,0,0,0,0,0,0,4307,0,0,0,0,0,0,0,315,8,0,14,1,6,1502,0,0,0,0,0, ,0,0,0,0,0,0,4285,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,46761104,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,4085,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:57:04Z,161,0,0,0,0,0,10096860,1467,6950971,0,0,0,0,0,0,4112,0,0,0,0,0,0,0,316,8,0,13,1,6,1442,0,0,0,0,0, ,0,0,0,0,0,0,4102,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252282000,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,3932,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:58:04Z,161,0,0,0,0,0,10123468,1467,6977579,0,0,0,0,0,0,4821,0,0,0,0,0,0,0,320,8,0,13,1,6,1689,0,0,0,0,0, ,0,0,0,0,0,0,4817,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496600208,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4645,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T04:59:04Z,161,0,0,0,0,0,10162172,1467,7016283,0,0,0,0,0,0,3811,0,0,0,0,0,0,0,320,8,0,13,1,6,1357,0,0,0,0,0, ,0,0,0,0,0,0,3811,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665420944,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3637,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:00:04Z,161,0,0,0,0,0,10190284,1467,7044395,0,0,0,0,0,0,3235,0,0,0,0,0,0,0,321,8,0,10,1,6,1063,0,0,0,0,0, ,0,0,0,0,0,0,3205,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,160745984,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,2742,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:01:04Z,161,0,0,0,0,0,10219932,1467,7074043,0,0,0,0,0,0,4089,0,0,0,0,0,0,0,323,8,0,9,1,6,1690,0,0,0,0,0, ,0,0,0,0,0,0,4073,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369412608,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,3872,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:02:04Z,161,0,0,0,0,0,10296668,1467,7150779,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,326,8,0,8,1,6,5607,0,0,0,0,0, ,0,0,0,0,0,0,8783,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,38775928,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,8399,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:03:04Z,161,0,0,0,0,0,10329420,1467,7183531,0,0,0,0,0,0,6616,0,0,0,0,0,0,0,326,8,0,8,1,6,4448,0,0,0,0,0, ,0,0,0,0,0,0,6616,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418360440,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6471,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:04:04Z,161,0,0,0,0,0,10427452,1467,7281563,0,0,0,0,0,0,8510,0,0,0,0,0,0,0,333,8,0,8,1,6,5638,0,0,0,0,0, ,0,0,0,0,0,0,8510,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864005240,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8147,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:05:04Z,161,0,0,0,0,0,10480460,1467,7334571,0,0,0,0,0,0,5377,0,0,0,0,0,0,0,335,9,0,6,1,6,3170,0,0,0,0,0, ,0,0,0,0,0,0,5357,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,231176840,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,5071,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:06:04Z,161,0,0,0,0,0,10572748,1467,7426859,0,0,0,0,0,0,5021,0,0,0,0,0,0,0,338,9,0,5,1,6,1551,0,0,0,0,0, ,0,0,0,0,0,0,5007,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419920520,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,4491,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:07:04Z,161,0,0,0,0,0,10776140,1467,7630251,0,0,0,0,0,0,6310,0,0,0,0,0,0,0,348,9,0,4,1,6,1474,0,0,0,0,0, ,0,0,0,0,0,0,6300,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610761352,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,5439,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:08:04Z,161,0,0,0,0,0,10934636,1467,7788747,0,0,0,0,0,0,4963,0,0,0,0,0,0,0,354,9,0,3,1,6,1169,0,0,0,0,0, ,0,0,0,0,0,0,4953,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,64041552,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4251,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:09:04Z,161,0,0,0,0,0,11226884,1467,8080995,0,0,0,0,0,0,7358,0,0,0,0,0,0,0,366,9,0,3,1,6,1477,0,0,0,0,0, ,0,0,0,0,0,0,7358,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270611024,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6211,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:10:04Z,161,0,0,0,0,0,11442252,1467,8296363,0,0,0,0,0,0,6559,0,0,0,0,0,0,0,371,9,0,2,1,6,1457,0,0,0,0,0, ,0,0,0,0,0,0,6545,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446771792,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,5502,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:11:04Z,161,0,0,0,0,0,11606012,1467,8460123,0,0,0,0,0,0,5349,0,0,0,0,0,0,0,377,9,0,0,1,6,1303,0,0,0,0,0, ,0,0,0,0,0,0,5329,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590426704,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,4510,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:12:04Z,161,0,0,0,0,0,11796820,1467,8650931,0,0,0,0,0,0,5708,0,0,0,0,0,0,0,385,9,0,0,1,6,1282,0,0,0,0,0, ,0,0,0,0,0,0,5704,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,114563168,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4865,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:13:04Z,161,0,0,0,0,0,11992396,1467,8846507,0,0,0,0,0,0,5392,0,0,0,0,0,0,0,395,9,0,-1,1,6,1229,0,0,0,0,0, ,0,0,0,0,0,0,5382,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258218080,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4528,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:14:04Z,161,0,0,0,0,0,12180172,1467,9034283,0,0,0,0,0,0,5016,0,0,0,0,0,0,0,408,9,0,-1,1,6,1181,0,0,0,0,0, ,0,0,0,0,0,0,5012,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414455904,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4294,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-06T05:15:04Z,161,0,0,0,0,0,12334316,1467,9188427,0,0,0,0,0,0,5924,0,0,0,0,0,0,0,414,10,0,-2,1,5,1563,0,0,0,0,0, ,0,0,0,0,0,0,5910,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759724764133,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604248160,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,5108,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
